Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)
3685	Spectrogram 1	1	18199.187495000	18199.194605000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	979.701800	76143.50000	85758.80000
3686	Spectrogram 1	1	18199.304095000	18199.330905000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	979.818400	49896.00000	68607.10000
3687	Spectrogram 1	1	18199.834595000	18199.848485000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	980.348900	52754.70000	62629.90000
3688	Spectrogram 1	1	18199.843995000	18199.851435000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	980.358300	71465.70000	81341.00000
3689	Spectrogram 1	1	18200.051395000	18200.076275000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	980.565700	49636.20000	62370.10000
3690	Spectrogram 1	1	18201.122495000	18201.137355000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	981.636800	55353.40000	66528.10000
3691	Spectrogram 1	1	18201.136695000	18201.144135000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	981.651000	71725.60000	84719.30000
3692	Spectrogram 1	1	18201.258495000	18201.280785000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	981.772800	49376.30000	59511.40000
3693	Spectrogram 1	1	18201.390995000	18201.426215000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	981.905300	52234.90000	59511.40000
3694	Spectrogram 1	1	18201.655295000	18201.729925000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	982.169600	46257.80000	57952.20000
3695	Spectrogram 1	1	18201.833595000	18201.848775000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	982.347900	48596.70000	56392.90000
3696	Spectrogram 1	1	18201.954095000	18201.989635000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	982.468400	49896.00000	61070.70000
3697	Spectrogram 1	1	18202.083995000	18202.121145000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	982.598300	46257.80000	59511.40000
3698	Spectrogram 1	1	18202.912395000	18202.921115000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	983.426700	69126.80000	80301.50000
3699	Spectrogram 1	1	18204.788295000	18204.801545000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	985.302600	46517.70000	54313.90000
3700	Spectrogram 1	1	18204.913295000	18204.952395000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	985.427600	47817.00000	60031.20000
3701	Spectrogram 1	1	18206.618895000	18206.668975000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	987.133200	48336.80000	57952.20000
3702	Spectrogram 1	1	18207.298395000	18207.326825000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	987.812700	46257.80000	57952.20000
3703	Spectrogram 1	1	18207.324195000	18207.332925000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	987.838500	66787.90000	78222.50000
3704	Spectrogram 1	1	18207.614995000	18207.695765000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	988.129300	48076.90000	52754.70000
3705	Spectrogram 1	1	18207.786895000	18207.808535000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	988.301200	47037.40000	62889.80000
3706	Spectrogram 1	1	18207.806595000	18207.820815000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	988.320900	65748.40000	83939.70000
3707	Spectrogram 1	1	18209.703495000	18209.760025000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	990.217800	51975.10000	58991.70000
3708	Spectrogram 1	1	18210.687995000	18210.719335000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	991.202300	48596.70000	57432.40000
3709	Spectrogram 1	1	18211.188095000	18211.283405000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	991.702400	45997.90000	55873.20000
3710	Spectrogram 1	1	18211.401995000	18211.419115000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	991.916300	49636.20000	58991.70000
3711	Spectrogram 1	1	18211.910195000	18211.960275000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	992.424500	47557.20000	63149.70000
3712	Spectrogram 1	1	18212.058895000	18212.108005000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	992.573200	50415.80000	64968.80000
3713	Spectrogram 1	1	18212.824895000	18212.850095000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	993.339200	49116.40000	62110.20000
3714	Spectrogram 1	1	18212.845595000	18212.855615000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	993.359900	68607.10000	83679.80000
3715	Spectrogram 1	1	18214.292395000	18214.307255000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	994.806700	48856.50000	58212.10000
3716	Spectrogram 1	1	18215.628095000	18215.674625000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	996.142400	45738.00000	59511.40000
3717	Spectrogram 1	1	18215.797995000	18215.858085000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	996.312300	46517.70000	58471.90000
3718	Spectrogram 1	1	18217.095895000	18217.122395000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	997.610200	47037.40000	56392.90000
3719	Spectrogram 1	1	18217.172095000	18217.196005000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	997.686400	45478.20000	54833.70000
3720	Spectrogram 1	1	18217.300095000	18217.318835000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	997.814400	46517.70000	56912.70000
3721	Spectrogram 1	1	18217.456795000	18217.497835000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	997.971100	48596.70000	58471.90000
3722	Spectrogram 1	1	18218.517795000	18218.565935000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	999.032100	46517.70000	56392.90000
3723	Spectrogram 1	1	18218.806295000	18218.833105000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	999.320600	46777.50000	60810.80000
3724	Spectrogram 1	1	18218.831195000	18218.844765000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	999.345500	69126.80000	79781.70000
3725	Spectrogram 1	1	18220.186895000	18220.211775000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1000.701200	46777.50000	57432.40000
3726	Spectrogram 1	1	18220.209195000	18220.219535000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1000.723500	64968.80000	76403.30000
3727	Spectrogram 1	1	18222.215595000	18222.438845000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1002.729900	45738.00000	60031.20000
3728	Spectrogram 1	1	18222.538695000	18222.917665000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1003.053000	24688.10000	35862.80000
3729	Spectrogram 1	1	18224.675995000	18224.743205000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1005.190300	42359.70000	54573.80000
3730	Spectrogram 1	1	18224.837895000	18224.871495000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1005.352200	46257.80000	61850.30000
3731	Spectrogram 1	1	18225.526995000	18225.580945000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1006.041300	42099.80000	55873.20000
3732	Spectrogram 1	1	18226.334395000	18226.367355000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1006.848700	41580.00000	55613.30000
3733	Spectrogram 1	1	18226.361595000	18226.381625000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1006.875900	62370.10000	75363.80000
3734	Spectrogram 1	1	18227.362795000	18227.393815000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1007.877100	44178.80000	54054.10000
3735	Spectrogram 1	1	18227.519495000	18227.568605000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1008.033800	46257.80000	60810.80000
3736	Spectrogram 1	1	18227.560895000	18227.581245000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1008.075200	65748.40000	80041.60000
3737	Spectrogram 1	1	18229.220595000	18229.267115000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1009.734900	46257.80000	60550.90000
3738	Spectrogram 1	1	18229.467795000	18229.496225000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1009.982100	48596.70000	64449.10000
3739	Spectrogram 1	1	18230.414495000	18230.470705000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1010.928800	36902.30000	50155.90000
3740	Spectrogram 1	1	18231.370795000	18231.445435000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1011.885100	37162.20000	52234.90000
3741	Spectrogram 1	1	18231.996295000	18232.047345000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1012.510600	34823.30000	45997.90000
3742	Spectrogram 1	1	18232.290695000	18232.312345000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1012.805000	44958.40000	51715.20000
3743	Spectrogram 1	1	18232.302995000	18232.326585000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1012.817300	60550.90000	72505.20000
3744	Spectrogram 1	1	18232.539095000	18232.603715000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1013.053400	44178.80000	57432.40000
3745	Spectrogram 1	1	18232.697095000	18232.727465000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1013.211400	46257.80000	59771.30000
3746	Spectrogram 1	1	18232.725195000	18232.744905000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1013.239500	63929.30000	83160.10000
3747	Spectrogram 1	1	18232.841595000	18232.872935000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1013.355900	43399.20000	61330.60000
3748	Spectrogram 1	1	18232.870295000	18232.878365000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1013.384600	64708.90000	81081.10000
3749	Spectrogram 1	1	18233.096795000	18233.126195000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1013.611100	44958.40000	53794.20000
3750	Spectrogram 1	1	18233.271595000	18233.295185000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1013.785900	46517.70000	57172.60000
3751	Spectrogram 1	1	18233.828595000	18233.840225000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1014.342900	42879.40000	54573.80000
3752	Spectrogram 1	1	18233.835995000	18233.844715000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1014.350300	62370.10000	71465.70000
3753	Spectrogram 1	1	18233.954295000	18233.989505000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1014.468600	42359.70000	57432.40000
3754	Spectrogram 1	1	18234.095195000	18234.148505000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1014.609500	43139.30000	60031.20000
3755	Spectrogram 1	1	18234.536195000	18234.545565000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1015.050500	57172.60000	73024.90000
3756	Spectrogram 1	1	18235.239895000	18235.257015000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1015.754200	62110.20000	72505.20000
3757	Spectrogram 1	1	18235.364295000	18235.421165000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1015.878600	40280.70000	55873.20000
3758	Spectrogram 1	1	18235.966795000	18236.052415000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1016.481100	44698.50000	60031.20000
3759	Spectrogram 1	1	18236.148395000	18236.188455000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1016.662700	45478.20000	63409.60000
3760	Spectrogram 1	1	18236.184295000	18236.214665000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1016.698600	65488.60000	82640.30000
3761	Spectrogram 1	1	18236.462195000	18236.500315000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1016.976500	46517.70000	58212.10000
3762	Spectrogram 1	1	18236.496695000	18236.515755000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1017.011000	64449.10000	79262.00000
3763	Spectrogram 1	1	18237.050795000	18237.078575000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1017.565100	44958.40000	61590.40000
3764	Spectrogram 1	1	18237.074395000	18237.103475000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1017.588700	65748.40000	83420.00000
3765	Spectrogram 1	1	18237.317695000	18237.360345000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1017.832000	48336.80000	62889.80000
3766	Spectrogram 1	1	18237.358095000	18237.386845000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1017.872400	67047.80000	83939.70000
3767	Spectrogram 1	1	18237.468595000	18237.515115000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1017.982900	46777.50000	60550.90000
3768	Spectrogram 1	1	18237.621395000	18237.664685000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1018.135700	43918.90000	62370.10000
3769	Spectrogram 1	1	18237.662095000	18237.690205000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1018.176400	70426.20000	82120.60000
3770	Spectrogram 1	1	18237.780095000	18237.846005000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1018.294400	50415.80000	61590.40000
3771	Spectrogram 1	1	18238.043395000	18238.072475000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1018.557700	47037.40000	66268.20000
3772	Spectrogram 1	1	18238.065695000	18238.094775000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1018.580000	70686.10000	88877.30000
3773	Spectrogram 1	1	18238.488595000	18238.504095000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1019.002900	46517.70000	54054.10000
3774	Spectrogram 1	1	18238.805895000	18238.867605000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1019.320200	52234.90000	80561.30000
3775	Spectrogram 1	1	18238.967395000	18239.021345000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1019.481700	44178.80000	55613.30000
3776	Spectrogram 1	1	18239.252095000	18239.266955000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1019.766400	49116.40000	57692.30000
3777	Spectrogram 1	1	18239.263695000	18239.291475000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1019.778000	66268.20000	76143.50000
3778	Spectrogram 1	1	18239.438795000	18239.482735000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1019.953100	38981.30000	53274.40000
3779	Spectrogram 1	1	18239.898295000	18239.949025000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1020.412600	37681.90000	53274.40000
3780	Spectrogram 1	1	18240.058795000	18240.090135000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1020.573100	41839.90000	51455.30000
3781	Spectrogram 1	1	18239.922795000	18239.941535000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1020.437100	58991.70000	70945.90000
3782	Spectrogram 1	1	18240.361595000	18240.403595000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1020.875900	37162.20000	48856.50000
3783	Spectrogram 1	1	18241.543495000	18241.595195000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1022.057800	38981.30000	53014.60000
3784	Spectrogram 1	1	18244.934595000	18244.968845000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1025.448900	36902.30000	47037.40000
3785	Spectrogram 1	1	18245.791795000	18245.837665000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1026.306100	39501.00000	50415.80000
3786	Spectrogram 1	1	18246.955595000	18246.974985000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1027.469900	38721.40000	47297.30000
3787	Spectrogram 1	1	18247.283895000	18247.317495000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1027.798200	43659.00000	57952.20000
3788	Spectrogram 1	1	18248.078995000	18248.114535000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1028.593300	44958.40000	56133.10000
3789	Spectrogram 1	1	18249.014695000	18249.034725000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1029.529000	43918.90000	54313.90000
3790	Spectrogram 1	1	18249.203395000	18249.219875000	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1029.717700	41320.20000	55093.60000
